Algoritmo,Tiempo Promedio (segundos)
NaivOnArray,0.0038139000000683154
NaivLoopUnrollingTwo,0.002013700000134122
NaivLoopUnrollingFour,0.0019133999999212392
WinogradOriginal,0.0064185000001089065
WinogradScaled,0.01476619999994
StrassenNaiv,0.012640599999940605
III.3 Sequential block,0.0030770000000757136
IV.3 Sequential block,0.003146199999946475
V.3 Sequential block,0.0029735999999047635
V.4 Parallel Block,9.500000010120857e-05
