Algoritmo,Tiempo Promedio (segundos)
NaivOnArray,0.0005025999998906627
NaivLoopUnrollingTwo,0.00046429999997599225
NaivLoopUnrollingFour,0.0002227999998467567
WinogradOriginal,0.0005887999998321902
WinogradScaled,0.001094900000225607
StrassenNaiv,0.0017010999999911292
III.3 Sequential block,0.0006106000000727363
IV.3 Sequential block,0.0004099000000223896
V.3 Sequential block,0.00031759999978930864
V.4 Parallel Block,4.3000000005122274e-05
