Algoritmo,Tiempo Promedio (segundos)
NaivOnArray,10.870561400000042
NaivLoopUnrollingTwo,7.041306800000029
NaivLoopUnrollingFour,6.328062199999977
WinogradOriginal,9.529538000000002
WinogradScaled,21.319443300000103
StrassenNaiv,18.47040959999981
III.3 Sequential block,11.023525000000063
IV.3 Sequential block,11.086761799999977
V.3 Sequential block,10.991153200000099
V.4 Parallel Block,10.74282949999997
